date,vix_spot,vix_3m,contango_slope
2007-01-03,12.039999961853027,13.380000114440918,0.11129569408915983
2007-01-04,11.510000228881836,13.130000114440918,0.14074716362681258
2007-01-05,12.140000343322754,13.40999984741211,0.10461280627457979
2007-01-08,12.0,13.279999732971191,0.10666664441426595
2007-01-09,11.90999984741211,13.260000228881836,0.1133501594261619
2007-01-10,11.470000267028809,13.020000457763672,0.13513514861812428
2007-01-11,10.869999885559082,12.380000114440918,0.13891446594106116
2007-01-12,10.149999618530273,12.069999694824219,0.18916257620233906
2007-01-16,10.739999771118164,12.220000267028809,0.13780265618725973
2007-01-17,10.59000015258789,12.079999923706055,0.14069874878651925
2007-01-18,10.850000381469727,12.100000381469727,0.11520736922137109
2007-01-19,10.399999618530273,11.609999656677246,0.11634616178168376
2007-01-22,10.770000457763672,12.170000076293945,0.1299906740042029
2007-01-23,10.34000015258789,11.539999961853027,0.11605413844842172
2007-01-24,9.890000343322754,11.229999542236328,0.13549030863464795
2007-01-25,11.220000267028809,12.119999885559082,0.0802138678351925
2007-01-26,11.130000114440918,12.09000015258789,0.08625337181276349
2007-01-29,11.449999809265137,12.170000076293945,0.06288212043865687
2007-01-30,10.960000038146973,11.600000381469727,0.05839419170576572
2007-01-31,10.420000076293945,11.329999923706055,0.08733203845961647
2007-02-01,10.3100004196167,11.289999961853027,0.09505329799712676
2007-02-02,10.079999923706055,11.239999771118164,0.11507935081269514
2007-02-05,10.550000190734863,11.420000076293945,0.08246444263793723
2007-02-06,10.649999618530273,11.399999618530273,0.07042253773371514
2007-02-07,10.319999694824219,11.3100004196167,0.09593030562675256
2007-02-08,10.4399995803833,11.420000076293945,0.09386978307471007
2007-02-09,11.100000381469727,12.149999618530273,0.09459452261041443
2007-02-12,11.609999656677246,12.369999885559082,0.06546083129681557
2007-02-13,10.34000015258789,11.449999809265137,0.10735006192426756
2007-02-14,10.229999542236328,11.260000228881836,0.10068433360069776
2007-02-15,10.220000267028809,11.260000228881836,0.10176124605477917
2007-02-16,10.020000457763672,11.199999809265137,0.11776440095740522
2007-02-20,10.239999771118164,11.359999656677246,0.10937499126885067
2007-02-21,10.199999809265137,11.380000114440918,0.11568630659227383
2007-02-22,10.180000305175781,11.34000015258789,0.11394890104495722
2007-02-23,10.579999923706055,12.0,0.13421550912417543
2007-02-26,11.149999618530273,12.180000305175781,0.09237674635734888
2007-02-27,18.309999465942383,17.059999465942383,-0.06826870761657146
2007-02-28,15.420000076293945,14.470000267028809,-0.06160828823377415
2007-03-01,15.819999694824219,14.579999923706055,-0.07838178224010023
2007-03-02,18.610000610351562,16.469999313354492,-0.1149920057394691
2007-03-05,19.6299991607666,17.360000610351562,-0.11563925865834779
2007-03-06,15.960000038146973,15.34000015258789,-0.03884711053115178
2007-03-07,15.239999771118164,15.029999732971191,-0.013779530269085094
2007-03-08,14.289999961853027,14.300000190734863,0.0006998060817726677
2007-03-09,14.09000015258789,14.260000228881836,0.012065299819228294
2007-03-12,13.989999771118164,14.149999618530273,0.011436729809132887
2007-03-13,18.1299991607666,16.3799991607666,-0.09652510099322055
2007-03-14,17.270000457763672,16.15999984741211,-0.06427333994959829
2007-03-15,16.43000030517578,16.020000457763672,-0.024954342044835577
2007-03-16,16.790000915527344,16.549999237060547,-0.014294321940438016
2007-03-19,14.59000015258789,15.130000114440918,0.03701164881463317
2007-03-20,13.270000457763672,14.289999961853027,0.07686506924667062
2007-03-21,12.1899995803833,13.109999656677246,0.07547170696990434
2007-03-22,12.930000305175781,13.359999656677246,0.03325594287336091
2007-03-23,12.949999809265137,13.449999809265137,0.03861003917870892
2007-03-26,13.15999984741211,13.579999923706055,0.0319148997844812
2007-03-27,13.479999542236328,14.119999885559082,0.04747777188845349
2007-03-28,14.979999542236328,15.130000114440918,0.010013389638742046
2007-03-29,15.140000343322754,15.239999771118164,0.0066049818710547945
2007-03-30,14.640000343322754,15.100000381469727,0.03142076689614129
2007-04-02,14.529999732971191,15.039999961853027,0.03509980992804517
2007-04-03,13.460000038146973,14.239999771118164,0.05794945993763707
2007-04-04,13.239999771118164,14.25,0.07628400652128847
2007-04-05,13.229999542236328,14.0600004196167,0.0627362740815388
2007-04-09,13.140000343322754,14.029999732971191,0.0677320674577228
2007-04-10,12.680000305175781,13.5,0.0646687440921833
2007-04-11,13.489999771118164,14.1899995803833,0.05189027584446837
2007-04-12,12.710000038146973,13.539999961853027,0.06530290489496039
2007-04-13,12.199999809265137,13.3100004196167,0.09098365800863263
2007-04-16,11.979999542236328,13.170000076293945,0.09933226874192999
2007-04-17,12.140000343322754,13.09000015258789,0.0782536888302195
2007-04-18,12.420000076293945,13.180000305175781,0.06119164446161707
2007-04-19,12.539999961853027,13.300000190734863,0.06060607904256574
2007-04-20,12.069999694824219,12.579999923706055,0.04225354115796134
2007-04-23,13.039999961853027,13.079999923706055,0.003067481746168902
2007-04-24,13.119999885559082,13.100000381469727,-0.0015243524591313845
2007-04-25,13.210000038146973,13.050000190734863,-0.012112024750194723
2007-04-26,12.789999961853027,12.600000381469727,-0.014855322982797996
2007-04-27,12.449999809265137,12.489999771118164,0.003212848390829682
2007-04-30,14.220000267028809,14.010000228881836,-0.014767934894761504
2007-05-01,13.510000228881836,13.390000343322754,-0.008882300779132844
2007-05-02,13.079999923706055,13.25,0.012996947804704414
2007-05-03,13.09000015258789,13.220000267028809,0.00993125385221764
2007-05-04,12.90999984741211,13.260000228881836,0.027110796716228184
2007-05-07,13.149999618530273,13.329999923706055,0.013688236532123886
2007-05-08,13.210000038146973,13.420000076293945,0.015897050532971104
2007-05-09,12.880000114440918,13.239999771118164,0.02795028365517003
2007-05-10,13.600000381469727,14.09000015258789,0.03602939392456184
2007-05-11,12.949999809265137,13.4399995803833,0.03783782072086144
2007-05-14,13.960000038146973,14.239999771118164,0.020057287407311362
2007-05-15,14.010000228881836,14.239999771118164,0.01641681216836674
2007-05-16,13.5,14.039999961853027,0.03999999717429832
2007-05-17,13.510000228881836,14.170000076293945,0.04885268958035648
2007-05-18,12.760000228881836,13.5,0.05799371142981637
2007-05-21,13.300000190734863,13.609999656677246,0.023308230187721105
2007-05-22,13.0600004196167,13.520000457763672,0.03522205385660113
2007-05-23,13.239999771118164,13.600000381469727,0.027190378895388695
2007-05-24,14.079999923706055,14.369999885559082,0.020596588311393632
2007-05-25,13.34000015258789,14.140000343322754,0.05997002860450998
2007-05-29,13.529999732971191,14.079999923706055,0.04065042140352527
2007-05-30,12.829999923706055,13.449999809265137,0.048324231429924265
2007-05-31,13.050000190734863,13.470000267028809,0.032183913421865974
2007-06-01,12.779999732971191,13.489999771118164,0.055555559701244726
2007-06-04,13.289999961853027,14.079999923706055,0.05944318766896953
